"log_id","log_date","log_time","year","month","machine_id","machine_name","machine_model","machine_type","manufacturer","factory_id","factory_name","assembly_line_id","assembly_line_name","temperature","humidity","pressure","vibration","rpm","power","status","health_score","maintenance_alert","efficiency","uptime","downtime","idletime","production_count","errorcode","error_code","last_maintenance_date","next_maintenance_date"
"LOG00000606","12-11-2024","21:35:06",2024,4,"MACH00007","Machine 7","MODEL-7744","Lathe","Yaskawa","FAC07","Factory 7","LINE007","Assembly Line 7","69.2","39","5.93","17.22",5654,"31.2","Idle","80.38","No","66.18",21,1,12,2354,"E001","Error condition E001","03-03-2024","17-11-2024"
"LOG00000607","18-04-2024","07:52:42",2024,2,"MACH00008","Machine 8","MODEL-3510","Compressor","Omron","FAC08","Factory 8","LINE008","Assembly Line 8","74.7","60.5","2.88","40.19",2243,"1.89","Maintenance","53.25","Yes","68.41",16,12,10,3618,"E002","Error condition E002","01-11-2024","12-11-2024"
"LOG00000608","20-11-2024","02:03:31",2024,11,"MACH00009","Machine 9","MODEL-6892","CNC Machine","Siemens","FAC01","Factory 1","LINE009","Assembly Line 9","29.3","58.1","0.67","10.22",5721,"28.71","Error","56.8","Yes","72.32",20,10,18,2868,"E003","Error condition E003","19-07-2024","27-03-2024"
"LOG00000609","06-06-2024","10:37:50",2024,11,"MACH00010","Machine 10","MODEL-5584","Hydraulic Press","ABB","FAC02","Factory 2","LINE010","Assembly Line 10","48.7","63","8.3","40.1",1585,"9.54","Stopped","94.4","No","89.07",10,24,5,9683,"E004","Error condition E004","21-10-2024","19-02-2024"
"LOG00000610","02-07-2024","05:47:21",2024,9,"MACH00011","Machine 11","MODEL-8155","Conveyor","Fanuc","FAC03","Factory 3","LINE011","Assembly Line 11","35.8","67.3","3.01","18.33",8418,"3.74","Running","99.57","No","61.07",18,4,18,963,"E005","Error condition E005","15-08-2024","24-07-2024"
"LOG00000611","25-06-2024","08:15:13",2024,8,"MACH00012","Machine 12","MODEL-3689","Robot Arm","KUKA","FAC04","Factory 4","LINE012","Assembly Line 12","34","75","6.92","3.56",5784,"14.05","Idle","88.55","No","62.79",12,4,10,8542,"None","No errors","28-11-2024","21-10-2024"
"LOG00000612","24-03-2024","11:20:30",2024,12,"MACH00013","Machine 13","MODEL-4430","Welder","Bosch","FAC05","Factory 5","LINE013","Assembly Line 13","35.5","61.9","2.46","6.53",3368,"39.95","Maintenance","74.1","No","98.01",20,15,17,5954,"E001","Error condition E001","12-12-2024","16-12-2024"
"LOG00000613","05-06-2024","06:06:23",2024,4,"MACH00014","Machine 14","MODEL-3468","Drill","Mitsubishi","FAC06","Factory 6","LINE014","Assembly Line 14","57.5","67.2","2.25","2.94",5495,"28.32","Error","79.16","No","77.92",1,19,4,5690,"E002","Error condition E002","05-04-2024","02-04-2024"
"LOG00000614","21-05-2024","01:31:29",2024,7,"MACH00015","Machine 15","MODEL-7571","Lathe","Yaskawa","FAC07","Factory 7","LINE015","Assembly Line 15","33.1","75.3","1.37","24.95",191,"23.03","Stopped","54.42","Yes","77.93",2,5,0,8136,"E003","Error condition E003","21-03-2024","23-03-2024"
"LOG00000615","03-12-2024","19:37:51",2024,9,"MACH00016","Machine 16","MODEL-2223","Compressor","Omron","FAC08","Factory 8","LINE016","Assembly Line 16","37.6","68.3","1.11","49.67",39,"11.06","Running","75.62","No","65.48",22,4,0,447,"E004","Error condition E004","09-12-2024","19-11-2024"
"LOG00000616","01-01-2024","08:05:10",2024,3,"MACH00017","Machine 17","MODEL-1520","CNC Machine","Siemens","FAC01","Factory 1","LINE017","Assembly Line 17","36.3","35.3","7.81","0.61",730,"35.98","Idle","55.35","Yes","91.34",23,10,7,867,"E005","Error condition E005","06-01-2024","06-08-2024"
"LOG00000617","17-01-2024","11:05:59",2024,9,"MACH00018","Machine 18","MODEL-7504","Hydraulic Press","ABB","FAC02","Factory 2","LINE018","Assembly Line 18","77","38.2","7.19","46.13",2184,"8.31","Maintenance","93.43","No","98.36",4,0,22,6335,"None","No errors","19-03-2024","16-08-2024"
"LOG00000618","27-08-2024","10:52:36",2024,11,"MACH00019","Machine 19","MODEL-7846","Conveyor","Fanuc","FAC03","Factory 3","LINE019","Assembly Line 19","72.1","56.2","0.66","36.34",3466,"42.09","Error","79.32","No","86.12",24,12,9,2064,"E001","Error condition E001","26-05-2024","17-05-2024"
"LOG00000619","06-07-2024","16:55:17",2024,12,"MACH00020","Machine 20","MODEL-6056","Robot Arm","KUKA","FAC04","Factory 4","LINE020","Assembly Line 20","27.1","39.3","1.62","48.14",2501,"38.85","Stopped","64.93","Yes","66.56",18,10,0,7138,"E002","Error condition E002","15-09-2024","25-12-2024"
"LOG00000620","24-11-2024","12:47:20",2024,5,"MACH00021","Machine 21","MODEL-3020","Welder","Bosch","FAC05","Factory 5","LINE021","Assembly Line 21","70.2","78.4","4.74","21.32",3913,"13.48","Running","68.44","Yes","62.57",19,18,18,3520,"E003","Error condition E003","20-09-2024","19-08-2024"
"LOG00000621","28-09-2024","16:34:28",2024,5,"MACH00022","Machine 22","MODEL-1196","Drill","Mitsubishi","FAC06","Factory 6","LINE022","Assembly Line 22","74.3","32.3","7.86","14.22",9201,"2.93","Idle","52.8","Yes","81.47",0,13,19,4860,"E004","Error condition E004","28-11-2024","13-01-2024"
"LOG00000622","19-04-2024","01:14:28",2024,6,"MACH00023","Machine 23","MODEL-5434","Lathe","Yaskawa","FAC07","Factory 7","LINE023","Assembly Line 23","22","44.9","4.23","14.78",4105,"3.3","Maintenance","59.19","Yes","76.31",8,4,4,9329,"E005","Error condition E005","04-03-2024","10-02-2024"
"LOG00000623","21-02-2024","01:48:45",2024,10,"MACH00024","Machine 24","MODEL-4166","Compressor","Omron","FAC08","Factory 8","LINE024","Assembly Line 24","26.5","78","9.39","16.06",7658,"34.48","Error","63.83","Yes","84.13",14,14,14,5164,"None","No errors","10-05-2024","13-04-2024"
"LOG00000624","05-02-2024","07:03:02",2024,9,"MACH00025","Machine 25","MODEL-1213","CNC Machine","Siemens","FAC01","Factory 1","LINE025","Assembly Line 25","57.1","43.8","9.08","39.73",8969,"33.02","Stopped","67.71","Yes","97.77",24,6,0,7594,"E001","Error condition E001","05-09-2024","08-08-2024"
"LOG00000625","25-10-2024","01:54:41",2024,2,"MACH00026","Machine 26","MODEL-1250","Hydraulic Press","ABB","FAC02","Factory 2","LINE026","Assembly Line 26","41.8","69.4","8.56","18.63",1734,"0.71","Running","52.48","Yes","76.57",6,16,4,5792,"E002","Error condition E002","06-04-2024","18-10-2024"
"LOG00000626","04-08-2024","16:03:29",2024,12,"MACH00027","Machine 27","MODEL-8865","Conveyor","Fanuc","FAC03","Factory 3","LINE027","Assembly Line 27","51.2","69.2","5.17","0.76",5816,"48.64","Idle","75.06","No","66.29",14,20,20,9476,"E003","Error condition E003","07-03-2024","04-12-2024"
"LOG00000627","06-12-2024","00:07:40",2024,11,"MACH00028","Machine 28","MODEL-9051","Robot Arm","KUKA","FAC04","Factory 4","LINE028","Assembly Line 28","43.5","54.8","4.39","30.42",2445,"39.94","Maintenance","76.22","No","74.35",15,16,15,1612,"E004","Error condition E004","12-07-2024","10-10-2024"
"LOG00000628","09-10-2024","00:08:37",2024,4,"MACH00029","Machine 29","MODEL-2736","Welder","Bosch","FAC05","Factory 5","LINE029","Assembly Line 29","40.3","69.6","8.96","42.57",4018,"30.76","Error","91.52","No","70.44",10,19,19,4345,"E005","Error condition E005","01-09-2024","11-11-2024"
"LOG00000629","16-12-2024","19:23:25",2024,8,"MACH00030","Machine 30","MODEL-3417","Drill","Mitsubishi","FAC06","Factory 6","LINE030","Assembly Line 30","60.8","37.6","8.44","8.6",6333,"5.25","Stopped","81.16","No","81.77",21,24,8,9682,"None","No errors","03-04-2024","19-12-2024"
"LOG00000630","16-07-2024","06:56:32",2024,11,"MACH00031","Machine 31","MODEL-8144","Lathe","Yaskawa","FAC07","Factory 7","LINE001","Assembly Line 1","45.9","60","6.17","44.03",9530,"28.5","Running","52.82","Yes","93.63",17,20,16,3787,"E001","Error condition E001","11-01-2024","04-08-2024"
"LOG00000631","02-04-2024","23:27:59",2024,10,"MACH00032","Machine 32","MODEL-2198","Compressor","Omron","FAC08","Factory 8","LINE002","Assembly Line 2","66","77.5","3.65","25.58",6775,"26.5","Idle","71.29","No","65.22",19,9,0,2234,"E002","Error condition E002","18-09-2024","07-01-2024"
"LOG00000632","06-11-2024","23:18:18",2024,5,"MACH00033","Machine 33","MODEL-6648","CNC Machine","Siemens","FAC01","Factory 1","LINE003","Assembly Line 3","25.5","65.5","8.19","20.71",1652,"25.32","Maintenance","94.11","No","87.29",23,18,6,8874,"E003","Error condition E003","13-06-2024","03-12-2024"
"LOG00000633","22-05-2024","22:43:58",2024,3,"MACH00034","Machine 34","MODEL-3820","Hydraulic Press","ABB","FAC02","Factory 2","LINE004","Assembly Line 4","56.9","43.8","3.11","40.03",5079,"14.14","Error","68.92","Yes","75.83",1,7,8,6965,"E004","Error condition E004","06-02-2024","12-07-2024"
"LOG00000634","05-08-2024","10:54:15",2024,11,"MACH00035","Machine 35","MODEL-4289","Conveyor","Fanuc","FAC03","Factory 3","LINE005","Assembly Line 5","27.6","38.8","0.72","12.03",6257,"11.16","Stopped","70.49","No","75.51",10,11,20,4251,"E005","Error condition E005","12-02-2024","23-11-2024"
"LOG00000635","05-06-2024","16:14:05",2024,10,"MACH00036","Machine 36","MODEL-5045","Robot Arm","KUKA","FAC04","Factory 4","LINE006","Assembly Line 6","76.6","35.3","8.76","28.65",375,"41.29","Running","60.65","Yes","68.21",4,16,16,9454,"None","No errors","09-04-2024","28-05-2024"
"LOG00000636","08-10-2024","14:58:16",2024,1,"MACH00037","Machine 37","MODEL-6207","Welder","Bosch","FAC05","Factory 5","LINE007","Assembly Line 7","41.3","57.3","3.61","48.09",1202,"16.53","Idle","62.01","Yes","91.5",15,14,7,704,"E001","Error condition E001","22-09-2024","02-12-2024"
"LOG00000637","24-09-2024","20:41:41",2024,7,"MACH00038","Machine 38","MODEL-7393","Drill","Mitsubishi","FAC06","Factory 6","LINE008","Assembly Line 8","56.4","44.1","4.59","17.86",2238,"11.19","Maintenance","90.27","No","65.86",8,8,7,6262,"E002","Error condition E002","08-03-2024","17-06-2024"
"LOG00000638","09-03-2024","17:21:03",2024,2,"MACH00039","Machine 39","MODEL-9414","Lathe","Yaskawa","FAC07","Factory 7","LINE009","Assembly Line 9","33.3","60.7","5.53","38.87",8950,"12.41","Error","79.56","No","84.13",22,13,16,4453,"E003","Error condition E003","09-02-2024","13-04-2024"
"LOG00000639","09-04-2024","03:03:12",2024,9,"MACH00040","Machine 40","MODEL-9552","Compressor","Omron","FAC08","Factory 8","LINE010","Assembly Line 10","68.3","40.6","3.96","9.14",6412,"0.79","Stopped","61.4","Yes","62.87",5,0,2,1541,"E004","Error condition E004","19-04-2024","18-02-2024"
"LOG00000640","01-11-2024","06:24:57",2024,12,"MACH00041","Machine 41","MODEL-8858","CNC Machine","Siemens","FAC01","Factory 1","LINE011","Assembly Line 11","74.9","45.8","9.26","2.93",1585,"33.33","Running","89","No","70.47",17,12,7,6034,"E005","Error condition E005","13-08-2024","14-10-2024"
"LOG00000641","03-09-2024","22:50:08",2024,12,"MACH00042","Machine 42","MODEL-3608","Hydraulic Press","ABB","FAC02","Factory 2","LINE012","Assembly Line 12","48","75.8","2.62","16.13",6969,"15.75","Idle","51.18","Yes","79.39",24,15,19,7834,"None","No errors","02-02-2024","12-02-2024"
"LOG00000642","04-03-2024","05:31:16",2024,8,"MACH00043","Machine 43","MODEL-2078","Conveyor","Fanuc","FAC03","Factory 3","LINE013","Assembly Line 13","76","61.3","2.11","12.75",3542,"26.31","Maintenance","53.27","Yes","69.57",13,20,16,4830,"E001","Error condition E001","28-10-2024","13-12-2024"
"LOG00000643","17-08-2024","07:22:58",2024,4,"MACH00044","Machine 44","MODEL-4805","Robot Arm","KUKA","FAC04","Factory 4","LINE014","Assembly Line 14","25.9","38.1","5.56","0.48",2557,"44.76","Error","64.34","Yes","86.37",12,17,19,5285,"E002","Error condition E002","25-02-2024","25-04-2024"
"LOG00000644","08-08-2024","19:28:45",2024,12,"MACH00045","Machine 45","MODEL-6742","Welder","Bosch","FAC05","Factory 5","LINE015","Assembly Line 15","58.8","57","4.31","34.33",570,"17.98","Stopped","99.61","No","63.77",8,23,23,4930,"E003","Error condition E003","11-08-2024","09-11-2024"
"LOG00000645","16-10-2024","16:38:05",2024,3,"MACH00046","Machine 46","MODEL-6454","Drill","Mitsubishi","FAC06","Factory 6","LINE016","Assembly Line 16","27.9","31.4","0.79","30.86",86,"16.05","Running","59.09","Yes","74.06",15,14,10,3526,"E004","Error condition E004","06-04-2024","04-10-2024"
"LOG00000646","15-02-2024","07:46:52",2024,2,"MACH00047","Machine 47","MODEL-8208","Lathe","Yaskawa","FAC07","Factory 7","LINE017","Assembly Line 17","39.5","39.1","9.03","18.8",6799,"21.67","Idle","75.71","No","66.86",5,12,18,425,"E005","Error condition E005","14-08-2024","13-08-2024"
"LOG00000647","16-09-2024","09:34:50",2024,11,"MACH00048","Machine 48","MODEL-9365","Compressor","Omron","FAC08","Factory 8","LINE018","Assembly Line 18","43.1","62","0.79","34.09",4572,"26.66","Maintenance","58.3","Yes","68.86",3,13,11,2864,"None","No errors","06-12-2024","07-04-2024"
"LOG00000648","15-01-2024","06:58:37",2024,5,"MACH00049","Machine 49","MODEL-4727","CNC Machine","Siemens","FAC01","Factory 1","LINE019","Assembly Line 19","32.4","49.6","7.51","24.6",923,"33.37","Error","85.01","No","70.45",15,2,18,5504,"E001","Error condition E001","01-05-2024","12-01-2024"
"LOG00000649","05-09-2024","19:58:21",2024,8,"MACH00050","Machine 50","MODEL-9572","Hydraulic Press","ABB","FAC02","Factory 2","LINE020","Assembly Line 20","37.9","39.7","7.35","12.09",6213,"17.61","Stopped","51.27","Yes","62.26",17,15,13,6740,"E002","Error condition E002","19-07-2024","02-12-2024"
"LOG00000650","25-11-2024","09:37:27",2024,7,"MACH00051","Machine 51","MODEL-9146","Conveyor","Fanuc","FAC03","Factory 3","LINE021","Assembly Line 21","28.6","45.8","3.68","39.44",9220,"16.97","Running","63.07","Yes","76.03",17,16,8,2292,"E003","Error condition E003","25-05-2024","24-03-2024"
"LOG00000651","16-12-2024","07:02:11",2024,1,"MACH00052","Machine 52","MODEL-6234","Robot Arm","KUKA","FAC04","Factory 4","LINE022","Assembly Line 22","42.2","41.7","7.76","7.34",8584,"33.57","Idle","88.31","No","94.81",15,3,2,619,"E004","Error condition E004","17-10-2024","10-05-2024"
"LOG00000652","03-10-2024","17:46:27",2024,10,"MACH00053","Machine 53","MODEL-9893","Welder","Bosch","FAC05","Factory 5","LINE023","Assembly Line 23","72","42","2.39","34.12",7396,"21.41","Maintenance","86.24","No","95.1",11,3,16,258,"E005","Error condition E005","06-05-2024","25-05-2024"
"LOG00000653","24-02-2024","09:50:28",2024,7,"MACH00054","Machine 54","MODEL-8311","Drill","Mitsubishi","FAC06","Factory 6","LINE024","Assembly Line 24","42.3","63.9","1.94","28.04",4692,"32.23","Error","56.72","Yes","93.52",9,2,15,7778,"None","No errors","03-07-2024","21-05-2024"
"LOG00000654","01-01-2024","09:47:06",2024,6,"MACH00055","Machine 55","MODEL-9377","Lathe","Yaskawa","FAC07","Factory 7","LINE025","Assembly Line 25","70.5","55.7","7.42","7.66",6207,"48.85","Stopped","90.92","No","97.47",17,1,1,7335,"E001","Error condition E001","18-03-2024","19-02-2024"
"LOG00000655","04-06-2024","14:25:32",2024,4,"MACH00056","Machine 56","MODEL-7890","Compressor","Omron","FAC08","Factory 8","LINE026","Assembly Line 26","25.8","64.1","8.99","45.21",717,"6.8","Running","55.79","Yes","91.72",23,10,20,1544,"E002","Error condition E002","21-03-2024","10-03-2024"
"LOG00000656","23-07-2024","19:00:31",2024,7,"MACH00057","Machine 57","MODEL-6508","CNC Machine","Siemens","FAC01","Factory 1","LINE027","Assembly Line 27","29.8","40.8","8.99","6.93",1239,"35.53","Idle","65.21","Yes","82.77",18,11,12,2832,"E003","Error condition E003","04-08-2024","14-01-2024"
"LOG00000657","10-01-2024","22:41:02",2024,3,"MACH00058","Machine 58","MODEL-5025","Hydraulic Press","ABB","FAC02","Factory 2","LINE028","Assembly Line 28","71.1","60.1","9.33","33.76",3962,"22.82","Maintenance","72.37","No","69.08",9,11,16,1478,"E004","Error condition E004","09-11-2024","09-04-2024"
"LOG00000658","28-09-2024","02:31:29",2024,2,"MACH00059","Machine 59","MODEL-5656","Conveyor","Fanuc","FAC03","Factory 3","LINE029","Assembly Line 29","29.2","37","4.14","21.76",7239,"30.71","Error","57.77","Yes","70.34",7,23,0,2088,"E005","Error condition E005","23-07-2024","20-11-2024"
"LOG00000659","12-09-2024","08:32:36",2024,2,"MACH00060","Machine 60","MODEL-6389","Robot Arm","KUKA","FAC04","Factory 4","LINE030","Assembly Line 30","76.3","68.8","6.86","26.27",2650,"27.38","Stopped","70.42","No","94.47",1,5,4,7415,"None","No errors","08-11-2024","23-04-2024"
"LOG00000660","26-12-2024","18:01:20",2024,9,"MACH00061","Machine 61","MODEL-9920","Welder","Bosch","FAC05","Factory 5","LINE001","Assembly Line 1","32","61.6","3.58","4.76",1122,"35.88","Running","57.48","Yes","66.88",2,16,4,8924,"E001","Error condition E001","15-02-2024","03-07-2024"
"LOG00000661","27-05-2024","12:10:41",2024,3,"MACH00062","Machine 62","MODEL-8049","Drill","Mitsubishi","FAC06","Factory 6","LINE002","Assembly Line 2","52.8","47.9","7.47","3.36",1753,"28.12","Idle","78.72","No","95.73",11,19,3,961,"E002","Error condition E002","14-02-2024","18-08-2024"
"LOG00000662","04-07-2024","12:04:27",2024,4,"MACH00063","Machine 63","MODEL-3054","Lathe","Yaskawa","FAC07","Factory 7","LINE003","Assembly Line 3","38.7","72.9","0.71","27.53",5697,"2.68","Maintenance","72.19","No","93.11",19,23,21,4575,"E003","Error condition E003","07-04-2024","05-06-2024"
"LOG00000663","06-09-2024","07:06:24",2024,1,"MACH00064","Machine 64","MODEL-2250","Compressor","Omron","FAC08","Factory 8","LINE004","Assembly Line 4","48.4","66.9","7.42","15.22",6926,"3.59","Error","86.65","No","95.49",13,6,12,482,"E004","Error condition E004","02-04-2024","06-06-2024"
"LOG00000664","22-11-2024","16:32:14",2024,12,"MACH00065","Machine 65","MODEL-7706","CNC Machine","Siemens","FAC01","Factory 1","LINE005","Assembly Line 5","32.5","59.9","8.75","19.66",4475,"40.17","Stopped","52.14","Yes","87.71",9,24,13,8020,"E005","Error condition E005","02-11-2024","17-09-2024"
"LOG00000665","21-10-2024","14:14:04",2024,2,"MACH00066","Machine 66","MODEL-7831","Hydraulic Press","ABB","FAC02","Factory 2","LINE006","Assembly Line 6","40.4","78.2","4.96","16.74",2034,"41.63","Running","94.4","No","65.02",19,23,0,245,"None","No errors","26-11-2024","28-02-2024"
"LOG00000666","26-09-2024","12:32:52",2024,3,"MACH00067","Machine 67","MODEL-4492","Conveyor","Fanuc","FAC03","Factory 3","LINE007","Assembly Line 7","73.8","44.5","0.71","19.12",4717,"1.12","Idle","84.72","No","87.01",0,24,22,8286,"E001","Error condition E001","02-03-2024","22-11-2024"
"LOG00000667","21-10-2024","10:19:21",2024,2,"MACH00068","Machine 68","MODEL-9529","Robot Arm","KUKA","FAC04","Factory 4","LINE008","Assembly Line 8","35.5","63.8","8.51","33.84",1619,"30.04","Maintenance","79.08","No","60.13",13,3,16,7704,"E002","Error condition E002","25-12-2024","18-12-2024"
"LOG00000668","21-09-2024","12:27:24",2024,4,"MACH00069","Machine 69","MODEL-2007","Welder","Bosch","FAC05","Factory 5","LINE009","Assembly Line 9","25.2","45.9","3.02","14.94",6981,"25.88","Error","51.82","Yes","64.34",23,14,18,8860,"E003","Error condition E003","20-07-2024","25-01-2024"
"LOG00000669","15-01-2024","23:11:42",2024,8,"MACH00070","Machine 70","MODEL-4948","Drill","Mitsubishi","FAC06","Factory 6","LINE010","Assembly Line 10","47.8","57.3","5.99","19.57",2023,"41.57","Stopped","97.4","No","93.9",13,11,0,5774,"E004","Error condition E004","12-05-2024","06-02-2024"
"LOG00000670","12-09-2024","03:57:22",2024,7,"MACH00071","Machine 71","MODEL-3461","Lathe","Yaskawa","FAC07","Factory 7","LINE011","Assembly Line 11","43.4","64.9","3.89","22.2",3229,"9.38","Running","92.59","No","99.96",9,10,24,9685,"E005","Error condition E005","25-09-2024","10-01-2024"
"LOG00000671","15-08-2024","03:59:47",2024,7,"MACH00072","Machine 72","MODEL-6004","Compressor","Omron","FAC08","Factory 8","LINE012","Assembly Line 12","60.7","50.1","1.91","33.86",3532,"11.32","Idle","75.91","No","66.98",23,3,16,7665,"None","No errors","17-12-2024","15-10-2024"
"LOG00000672","02-09-2024","09:45:14",2024,2,"MACH00073","Machine 73","MODEL-6046","CNC Machine","Siemens","FAC01","Factory 1","LINE013","Assembly Line 13","24.1","50.5","3.2","23.2",267,"47.28","Maintenance","85.86","No","94.63",9,23,0,3831,"E001","Error condition E001","24-04-2024","14-12-2024"
"LOG00000673","12-04-2024","20:55:44",2024,10,"MACH00074","Machine 74","MODEL-6282","Hydraulic Press","ABB","FAC02","Factory 2","LINE014","Assembly Line 14","24.3","37.6","4.97","31.73",8710,"26.06","Error","77.68","No","68.64",4,9,14,7615,"E002","Error condition E002","19-12-2024","15-02-2024"
"LOG00000674","14-12-2024","12:30:25",2024,7,"MACH00075","Machine 75","MODEL-2816","Conveyor","Fanuc","FAC03","Factory 3","LINE015","Assembly Line 15","35.3","40.4","5.34","33.67",6757,"23.64","Stopped","89.45","No","61.86",4,23,14,3851,"E003","Error condition E003","20-09-2024","26-11-2024"
"LOG00000675","28-02-2024","05:06:40",2024,8,"MACH00076","Machine 76","MODEL-9245","Robot Arm","KUKA","FAC04","Factory 4","LINE016","Assembly Line 16","64.7","37.2","4.72","17.31",1365,"21.22","Running","84.6","No","70.6",5,19,17,6905,"E004","Error condition E004","07-04-2024","25-11-2024"
"LOG00000676","24-11-2024","13:45:05",2024,10,"MACH00077","Machine 77","MODEL-1970","Welder","Bosch","FAC05","Factory 5","LINE017","Assembly Line 17","27.4","68.6","9.64","36.34",6211,"39.85","Idle","78","No","94.26",1,24,6,1060,"E005","Error condition E005","17-06-2024","19-01-2024"
"LOG00000677","23-07-2024","14:48:00",2024,1,"MACH00078","Machine 78","MODEL-2984","Drill","Mitsubishi","FAC06","Factory 6","LINE018","Assembly Line 18","67.4","37.2","8.36","33.86",3341,"27.09","Maintenance","95.99","No","88.25",0,8,22,4257,"None","No errors","13-05-2024","24-05-2024"
"LOG00000678","08-01-2024","18:42:42",2024,7,"MACH00079","Machine 79","MODEL-5721","Lathe","Yaskawa","FAC07","Factory 7","LINE019","Assembly Line 19","79.6","66.8","6.88","32.86",1959,"25.94","Error","69.9","Yes","92.92",20,24,19,305,"E001","Error condition E001","16-12-2024","02-08-2024"
"LOG00000679","10-01-2024","06:44:24",2024,7,"MACH00080","Machine 80","MODEL-9156","Compressor","Omron","FAC08","Factory 8","LINE020","Assembly Line 20","40","79.9","1.22","17.06",832,"27.17","Stopped","59.81","Yes","71.45",18,0,20,3411,"E002","Error condition E002","04-08-2024","08-10-2024"
"LOG00000680","25-04-2024","10:13:11",2024,12,"MACH00081","Machine 81","MODEL-3263","CNC Machine","Siemens","FAC01","Factory 1","LINE021","Assembly Line 21","59.9","77.5","9.99","34.39",7284,"49.74","Running","51.63","Yes","67.85",19,19,19,1606,"E003","Error condition E003","10-08-2024","25-02-2024"
"LOG00000681","15-03-2024","14:49:44",2024,11,"MACH00082","Machine 82","MODEL-5644","Hydraulic Press","ABB","FAC02","Factory 2","LINE022","Assembly Line 22","73.1","59.3","8.74","15.59",1414,"19.03","Idle","61","Yes","92.31",15,8,21,8153,"E004","Error condition E004","07-11-2024","11-12-2024"
"LOG00000682","10-10-2024","08:47:03",2024,7,"MACH00083","Machine 83","MODEL-5105","Conveyor","Fanuc","FAC03","Factory 3","LINE023","Assembly Line 23","76.9","36.7","8.65","38.45",9854,"29.49","Maintenance","90.97","No","95.96",16,6,24,3065,"E005","Error condition E005","07-04-2024","23-09-2024"
"LOG00000683","28-09-2024","18:34:00",2024,6,"MACH00084","Machine 84","MODEL-4591","Robot Arm","KUKA","FAC04","Factory 4","LINE024","Assembly Line 24","39.7","62","4.51","0.86",5490,"24.24","Error","60.38","Yes","84.06",20,18,9,8351,"None","No errors","14-03-2024","24-09-2024"
"LOG00000684","03-11-2024","21:27:05",2024,10,"MACH00085","Machine 85","MODEL-4303","Welder","Bosch","FAC05","Factory 5","LINE025","Assembly Line 25","56.3","39.2","3.21","34.68",8265,"7.75","Stopped","70.9","No","72.59",23,7,10,6650,"E001","Error condition E001","12-05-2024","25-04-2024"
"LOG00000685","23-12-2024","07:22:29",2024,2,"MACH00086","Machine 86","MODEL-5249","Drill","Mitsubishi","FAC06","Factory 6","LINE026","Assembly Line 26","23.3","66.7","2.45","15.11",7943,"6.08","Running","69.95","Yes","98.98",6,12,20,8635,"E002","Error condition E002","05-11-2024","14-02-2024"
"LOG00000686","24-02-2024","06:27:24",2024,2,"MACH00087","Machine 87","MODEL-5433","Lathe","Yaskawa","FAC07","Factory 7","LINE027","Assembly Line 27","57.5","58.1","0.54","36.03",4772,"8.63","Idle","89.96","No","92.39",22,2,23,6145,"E003","Error condition E003","12-04-2024","19-01-2024"
"LOG00000687","24-10-2024","17:56:08",2024,1,"MACH00088","Machine 88","MODEL-8540","Compressor","Omron","FAC08","Factory 8","LINE028","Assembly Line 28","51.6","59","1.07","10.93",5071,"15.71","Maintenance","51.37","Yes","92.36",13,19,8,6250,"E004","Error condition E004","01-12-2024","26-11-2024"
"LOG00000688","27-11-2024","13:59:36",2024,12,"MACH00089","Machine 89","MODEL-3454","CNC Machine","Siemens","FAC01","Factory 1","LINE029","Assembly Line 29","31.7","53.4","1.47","23.09",7342,"0.06","Error","94.54","No","81.15",22,7,20,2125,"E005","Error condition E005","20-11-2024","18-12-2024"
"LOG00000689","10-11-2024","17:41:41",2024,12,"MACH00090","Machine 90","MODEL-5766","Hydraulic Press","ABB","FAC02","Factory 2","LINE030","Assembly Line 30","40.4","47.5","6.91","46.77",3178,"38.15","Stopped","66.81","Yes","83.5",24,14,22,6048,"None","No errors","12-11-2024","22-10-2024"
"LOG00000690","08-01-2024","20:09:38",2024,9,"MACH00091","Machine 91","MODEL-6868","Conveyor","Fanuc","FAC03","Factory 3","LINE001","Assembly Line 1","59.3","62.4","0.6","47.82",4973,"7.13","Running","53","Yes","80.57",13,2,14,3306,"E001","Error condition E001","26-06-2024","07-04-2024"
"LOG00000691","08-09-2024","14:00:43",2024,11,"MACH00092","Machine 92","MODEL-6922","Robot Arm","KUKA","FAC04","Factory 4","LINE002","Assembly Line 2","41.6","54","4.01","9.99",5500,"24.71","Idle","81.25","No","87.94",7,6,3,1069,"E002","Error condition E002","17-07-2024","02-12-2024"
"LOG00000692","11-02-2024","20:45:58",2024,9,"MACH00093","Machine 93","MODEL-1324","Welder","Bosch","FAC05","Factory 5","LINE003","Assembly Line 3","29.3","50.1","3.69","15.36",5671,"36.32","Maintenance","71.81","No","93.08",8,20,15,5595,"E003","Error condition E003","02-08-2024","26-08-2024"
"LOG00000693","15-06-2024","10:26:06",2024,11,"MACH00094","Machine 94","MODEL-8780","Drill","Mitsubishi","FAC06","Factory 6","LINE004","Assembly Line 4","42.8","44.6","8.31","24.89",7657,"28.61","Error","64.43","Yes","89.27",2,0,23,738,"E004","Error condition E004","19-08-2024","16-03-2024"
